participantId,championId,teamId,kills,deaths,win
10,56,200,13,3,TRUE
1,12,100,0,6,FALSE
2,498,100,11,8,FALSE
3,23,100,0,3,FALSE
4,64,100,4,5,FALSE
5,7,100,11,5,FALSE
6,222,200,7,3,TRUE
7,106,200,7,3,TRUE
8,69,200,5,8,TRUE
9,267,200,1,6,TRUE
10,421,200,7,6,TRUE
1,202,100,8,6,FALSE
2,43,100,5,8,FALSE
3,36,100,3,6,FALSE
4,75,100,2,9,FALSE
5,238,100,8,11,FALSE
6,122,200,11,5,TRUE
7,50,200,4,4,TRUE
8,19,200,3,2,TRUE
9,498,200,10,12,TRUE
10,84,200,12,4,TRUE
1,266,100,4,9,FALSE
2,84,100,4,11,FALSE
3,145,100,10,9,FALSE
4,120,100,4,5,FALSE
5,89,100,0,6,FALSE
6,777,200,16,7,TRUE
7,28,200,12,3,TRUE
8,17,200,3,1,TRUE
9,98,200,0,5,TRUE
10,67,200,9,6,TRUE
1,106,100,7,7,FALSE
2,145,100,10,11,FALSE
3,412,100,1,8,FALSE
4,6,100,3,9,FALSE
5,517,100,6,12,FALSE
6,64,200,14,2,TRUE
7,98,200,4,4,TRUE
8,234,200,13,8,TRUE
9,202,200,11,6,TRUE
10,63,200,5,7,TRUE
1,350,100,1,6,FALSE
2,112,100,3,9,FALSE
3,75,100,6,6,FALSE
4,77,100,3,14,FALSE
5,81,100,5,7,FALSE
6,122,200,9,1,TRUE
7,157,200,12,5,TRUE
8,63,200,4,5,TRUE
9,141,200,7,2,TRUE
10,161,200,9,6,TRUE
1,235,100,4,8,FALSE
2,117,100,2,6,FALSE
3,56,100,7,9,FALSE
4,103,100,9,7,FALSE
5,6,100,6,11,FALSE
6,45,200,11,6,TRUE
7,19,200,8,4,TRUE
8,89,200,1,9,TRUE
9,18,200,14,3,TRUE
10,516,200,7,6,TRUE
1,134,100,3,3,FALSE
2,41,100,2,8,FALSE
3,113,100,2,5,FALSE
4,202,100,4,4,FALSE
5,267,100,0,3,FALSE
6,517,200,1,3,TRUE
7,114,200,16,3,TRUE
8,120,200,2,1,TRUE
9,222,200,2,2,TRUE
10,117,200,2,2,TRUE
1,150,100,6,5,FALSE
2,79,100,3,11,FALSE
3,236,100,5,11,FALSE
4,77,100,2,6,FALSE
5,105,100,3,11,FALSE
6,222,200,23,2,TRUE
7,238,200,12,4,TRUE
8,60,200,2,5,TRUE
9,266,200,2,4,TRUE
10,25,200,5,4,TRUE
1,360,100,1,5,FALSE
2,103,100,2,3,FALSE
3,412,100,1,6,FALSE
4,77,100,6,9,FALSE
5,98,100,8,2,FALSE
6,24,200,5,6,TRUE
7,143,200,3,3,TRUE
8,202,200,13,3,TRUE
9,34,200,2,2,TRUE
10,102,200,2,4,TRUE
1,43,100,4,5,TRUE
2,32,100,3,6,TRUE
3,82,100,5,4,TRUE
4,91,100,18,7,TRUE
5,498,100,13,7,TRUE
6,12,200,2,9,FALSE
7,41,200,5,7,FALSE
8,35,200,14,5,FALSE
9,80,200,6,14,FALSE
10,360,200,2,8,FALSE
1,103,100,3,1,TRUE
2,555,100,3,0,TRUE
3,56,100,2,2,TRUE
4,58,100,7,0,TRUE
5,21,100,4,0,TRUE
6,4,200,1,4,FALSE
7,82,200,0,4,FALSE
8,141,200,2,5,FALSE
9,29,200,0,3,FALSE
10,235,200,0,3,FALSE
1,51,100,7,7,TRUE
2,117,100,5,4,TRUE
3,74,100,5,5,TRUE
4,2,100,8,2,TRUE
5,62,100,3,4,TRUE
6,777,200,4,4,FALSE
7,18,200,5,8,FALSE
8,82,200,4,5,FALSE
9,120,200,5,5,FALSE
10,89,200,4,6,FALSE
1,131,100,2,6,FALSE
2,360,100,1,4,FALSE
3,74,100,1,6,FALSE
4,20,100,2,3,FALSE
5,111,100,1,2,FALSE
6,34,200,4,5,TRUE
7,99,200,5,0,TRUE
8,202,200,4,0,TRUE
9,35,200,2,1,TRUE
10,875,200,6,1,TRUE
1,266,100,1,4,FALSE
2,141,100,0,5,FALSE
3,105,100,8,7,FALSE
4,21,100,2,6,FALSE
5,78,100,1,5,FALSE
6,6,200,8,1,TRUE
7,238,200,7,4,TRUE
8,36,200,6,3,TRUE
9,222,200,3,1,TRUE
10,555,200,3,3,TRUE
1,54,100,7,15,TRUE
2,157,100,8,13,TRUE
3,876,100,8,5,TRUE
4,202,100,15,5,TRUE
5,75,100,4,7,TRUE
6,41,200,4,8,FALSE
7,51,200,8,6,FALSE
8,350,200,3,7,FALSE
9,245,200,16,12,FALSE
10,9,200,14,9,FALSE
1,777,100,18,4,TRUE
2,202,100,15,2,TRUE
3,120,100,3,5,TRUE
4,43,100,1,2,TRUE
5,17,100,2,4,TRUE
6,44,200,1,7,FALSE
7,103,200,2,8,FALSE
8,98,200,3,5,FALSE
9,11,200,6,8,FALSE
10,18,200,5,11,FALSE
1,517,100,21,5,TRUE
2,36,100,3,3,TRUE
3,81,100,3,5,TRUE
4,16,100,1,7,TRUE
5,164,100,7,6,TRUE
6,55,200,5,8,FALSE
7,75,200,8,8,FALSE
8,15,200,8,6,FALSE
9,412,200,1,7,FALSE
10,120,200,4,6,FALSE
1,122,100,6,6,FALSE
2,15,100,5,6,FALSE
3,555,100,3,12,FALSE
4,34,100,1,8,FALSE
5,20,100,3,5,FALSE
6,432,200,2,3,TRUE
7,103,200,5,6,TRUE
8,30,200,8,1,TRUE
9,51,200,21,3,TRUE
10,6,200,1,5,TRUE
1,81,100,1,4,FALSE
2,432,100,2,5,FALSE
3,268,100,3,2,FALSE
4,141,100,2,4,FALSE
5,150,100,0,2,FALSE
6,72,200,1,0,TRUE
7,222,200,9,3,TRUE
8,134,200,3,1,TRUE
9,350,200,0,1,TRUE
10,120,200,4,3,TRUE
1,23,100,3,6,TRUE
2,147,100,6,6,TRUE
3,234,100,5,8,TRUE
4,81,100,7,4,TRUE
5,11,100,19,7,TRUE
6,82,200,11,5,FALSE
7,25,200,1,9,FALSE
8,246,200,10,9,FALSE
9,18,200,6,10,FALSE
10,141,200,3,7,FALSE
1,32,100,1,1,TRUE
2,555,100,5,3,TRUE
3,18,100,9,2,TRUE
4,238,100,7,5,TRUE
5,74,100,6,5,TRUE
6,40,200,0,6,FALSE
7,67,200,6,7,FALSE
8,254,200,2,5,FALSE
9,122,200,4,3,FALSE
10,203,200,4,7,FALSE
1,122,100,5,6,TRUE
2,99,100,13,7,TRUE
3,412,100,2,4,TRUE
4,11,100,8,9,TRUE
5,145,100,12,3,TRUE
6,360,200,5,8,FALSE
7,55,200,8,8,FALSE
8,6,200,4,10,FALSE
9,12,200,2,7,FALSE
10,266,200,10,7,FALSE
1,876,100,3,11,FALSE
2,81,100,3,5,FALSE
3,99,100,1,5,FALSE
4,10,100,6,6,FALSE
5,91,100,3,7,FALSE
6,18,200,10,2,TRUE
7,6,200,7,5,TRUE
8,234,200,4,3,TRUE
9,517,200,7,4,TRUE
10,432,200,6,2,TRUE
1,67,100,7,6,FALSE
2,121,100,5,6,FALSE
3,103,100,3,6,FALSE
4,875,100,1,8,FALSE
5,147,100,1,7,FALSE
6,236,200,19,2,TRUE
7,62,200,5,2,TRUE
8,86,200,4,6,TRUE
9,6,200,2,6,TRUE
10,350,200,3,1,TRUE
1,19,100,5,12,FALSE
2,122,100,2,9,FALSE
3,45,100,6,10,FALSE
4,143,100,5,8,FALSE
5,18,100,22,12,FALSE
6,222,200,14,8,TRUE
7,3,200,6,4,TRUE
8,86,200,21,5,TRUE
9,141,200,6,10,TRUE
10,26,200,4,13,TRUE
1,38,100,5,6,FALSE
2,18,100,1,3,FALSE
3,516,100,1,4,FALSE
4,141,100,3,5,FALSE
5,37,100,1,5,FALSE
6,106,200,3,2,TRUE
7,11,200,4,2,TRUE
8,518,200,2,3,TRUE
9,222,200,6,2,TRUE
10,131,200,7,2,TRUE
1,18,100,5,2,TRUE
2,13,100,10,1,TRUE
3,234,100,3,5,TRUE
4,427,100,2,1,TRUE
5,89,100,1,1,TRUE
6,82,200,5,5,FALSE
7,103,200,1,4,FALSE
8,57,200,0,3,FALSE
9,56,200,2,5,FALSE
10,29,200,2,4,FALSE
1,55,100,13,10,FALSE
2,164,100,4,7,FALSE
3,21,100,0,4,FALSE
4,141,100,3,7,FALSE
5,43,100,3,3,FALSE
6,26,200,4,5,TRUE
7,41,200,4,8,TRUE
8,51,200,5,4,TRUE
9,64,200,11,5,TRUE
10,82,200,7,1,TRUE
1,10,100,0,0,TRUE
2,99,100,0,1,TRUE
3,202,100,2,1,TRUE
4,107,100,0,0,TRUE
5,34,100,0,0,TRUE
6,7,200,1,0,FALSE
7,27,200,0,0,FALSE
8,150,200,0,0,FALSE
9,21,200,1,1,FALSE
10,89,200,0,1,FALSE
1,89,100,4,6,TRUE
2,54,100,5,2,TRUE
3,81,100,16,4,TRUE
4,518,100,12,2,TRUE
5,107,100,10,2,TRUE
6,63,200,5,11,FALSE
7,114,200,1,5,FALSE
8,64,200,4,11,FALSE
9,90,200,1,11,FALSE
10,360,200,5,9,FALSE
1,517,100,9,8,FALSE
2,161,100,1,10,FALSE
3,254,100,3,9,FALSE
4,236,100,4,8,FALSE
5,122,100,4,6,FALSE
6,18,200,9,5,TRUE
7,117,200,3,3,TRUE
8,4,200,12,5,TRUE
9,92,200,8,4,TRUE
10,120,200,9,4,TRUE
1,122,100,11,10,FALSE
2,555,100,12,11,FALSE
3,18,100,9,12,FALSE
4,120,100,4,9,FALSE
5,234,100,7,15,FALSE
6,39,200,7,12,TRUE
7,498,200,13,7,TRUE
8,497,200,2,12,TRUE
9,11,200,31,5,TRUE
10,3,200,3,7,TRUE
1,113,100,1,8,FALSE
2,29,100,8,6,FALSE
3,53,100,5,4,FALSE
4,99,100,6,10,FALSE
5,76,100,8,4,FALSE
6,234,200,11,10,TRUE
7,238,200,14,5,TRUE
8,83,200,0,0,TRUE
9,12,200,3,6,TRUE
10,202,200,4,7,TRUE
1,103,100,6,5,FALSE
2,5,100,3,8,FALSE
3,133,100,1,7,FALSE
4,15,100,2,12,FALSE
5,111,100,3,10,FALSE
6,2,200,7,2,TRUE
7,8,200,4,4,TRUE
8,777,200,8,2,TRUE
9,89,200,3,3,TRUE
10,29,200,20,4,TRUE
1,5,100,5,5,FALSE
2,12,100,0,9,FALSE
3,360,100,1,4,FALSE
4,58,100,5,5,FALSE
5,141,100,6,6,FALSE
6,82,200,5,3,TRUE
7,37,200,2,3,TRUE
8,157,200,7,4,TRUE
9,96,200,10,3,TRUE
10,77,200,5,4,TRUE
1,111,100,1,5,TRUE
2,51,100,12,4,TRUE
3,104,100,7,2,TRUE
4,134,100,2,2,TRUE
5,114,100,3,3,TRUE
6,145,200,1,7,FALSE
7,105,200,6,4,FALSE
8,117,200,2,5,FALSE
9,427,200,5,5,FALSE
10,24,200,2,5,FALSE
1,53,100,1,3,TRUE
2,145,100,9,3,TRUE
3,106,100,2,1,TRUE
4,54,100,13,3,TRUE
5,150,100,5,4,TRUE
6,36,200,4,6,FALSE
7,238,200,6,9,FALSE
8,15,200,0,7,FALSE
9,350,200,0,3,FALSE
10,120,200,4,5,FALSE
1,121,100,3,15,FALSE
2,22,100,9,8,FALSE
3,57,100,4,7,FALSE
4,84,100,24,10,FALSE
5,23,100,11,10,FALSE
6,18,200,8,10,TRUE
7,19,200,7,5,TRUE
8,777,200,12,13,TRUE
9,143,200,2,10,TRUE
10,17,200,21,13,TRUE
1,523,100,8,8,FALSE
2,34,100,3,4,FALSE
3,117,100,0,7,FALSE
4,31,100,3,6,FALSE
5,36,100,2,4,FALSE
6,25,200,4,6,TRUE
7,81,200,6,2,TRUE
8,106,200,16,1,TRUE
9,99,200,3,2,TRUE
10,41,200,0,5,TRUE
1,19,100,18,9,FALSE
2,56,100,6,10,FALSE
3,81,100,8,11,FALSE
4,777,100,9,11,FALSE
5,3,100,1,11,FALSE
6,240,200,10,7,TRUE
7,5,200,11,11,TRUE
8,45,200,15,7,TRUE
9,526,200,5,9,TRUE
10,202,200,10,8,TRUE
1,39,100,3,10,FALSE
2,23,100,13,9,FALSE
3,35,100,6,5,FALSE
4,202,100,1,7,FALSE
5,876,100,4,7,FALSE
6,122,200,7,6,TRUE
7,45,200,9,7,TRUE
8,2,200,3,7,TRUE
9,16,200,5,3,TRUE
10,51,200,14,4,TRUE
1,203,100,7,4,TRUE
2,57,100,1,2,TRUE
3,33,100,11,4,TRUE
4,18,100,4,1,TRUE
5,245,100,8,2,TRUE
6,164,200,4,8,FALSE
7,15,200,1,3,FALSE
8,161,200,5,7,FALSE
9,154,200,3,8,FALSE
10,517,200,0,5,FALSE
1,120,100,8,8,FALSE
2,122,100,20,14,FALSE
3,43,100,9,8,FALSE
4,63,100,5,14,FALSE
5,29,100,2,9,FALSE
6,21,200,2,8,TRUE
7,143,200,8,6,TRUE
8,11,200,20,8,TRUE
9,103,200,5,11,TRUE
10,112,200,18,11,TRUE
1,202,100,3,2,FALSE
2,111,100,2,2,FALSE
3,31,100,2,7,FALSE
4,80,100,2,5,FALSE
5,238,100,1,3,FALSE
6,38,200,1,2,TRUE
7,234,200,6,3,TRUE
8,40,200,0,3,TRUE
9,119,200,0,2,TRUE
10,141,200,12,1,TRUE
1,29,100,24,8,TRUE
2,235,100,13,6,TRUE
3,517,100,6,8,TRUE
4,122,100,7,9,TRUE
5,254,100,11,5,TRUE
6,161,200,7,9,FALSE
7,51,200,8,14,FALSE
8,99,200,7,14,FALSE
9,157,200,6,13,FALSE
10,5,200,8,11,FALSE
1,157,100,9,19,TRUE
2,267,100,3,9,TRUE
3,145,100,24,11,TRUE
4,133,100,9,12,TRUE
5,72,100,10,6,TRUE
6,104,200,15,7,FALSE
7,31,200,10,6,FALSE
8,29,200,8,16,FALSE
9,147,200,4,14,FALSE
10,80,200,20,12,FALSE
1,3,100,10,8,TRUE
2,14,100,4,6,TRUE
3,62,100,9,11,TRUE
4,99,100,4,8,TRUE
5,235,100,16,7,TRUE
6,11,200,4,12,FALSE
7,51,200,16,8,FALSE
8,63,200,10,5,FALSE
9,74,200,4,13,FALSE
10,17,200,6,5,FALSE
1,121,100,3,8,FALSE
2,75,100,2,6,FALSE
3,63,100,5,12,FALSE
4,12,100,4,3,FALSE
5,222,100,3,12,FALSE
6,64,200,11,5,TRUE
7,143,200,3,4,TRUE
8,875,200,9,4,TRUE
9,56,200,11,1,TRUE
10,145,200,7,3,TRUE
1,24,100,8,3,TRUE
2,28,100,9,0,TRUE
3,15,100,1,1,TRUE
4,89,100,2,4,TRUE
5,777,100,3,2,TRUE
6,142,200,2,4,FALSE
7,39,200,1,10,FALSE
8,120,200,2,1,FALSE
9,43,200,2,5,FALSE
10,18,200,3,3,FALSE
1,21,100,4,4,FALSE
2,92,100,1,7,FALSE
3,555,100,6,3,FALSE
4,36,100,1,5,FALSE
5,84,100,0,6,FALSE
6,111,200,0,4,TRUE
7,112,200,8,1,TRUE
8,523,200,4,1,TRUE
9,11,200,3,6,TRUE
10,875,200,10,0,TRUE
1,67,100,20,8,FALSE
2,75,100,13,4,FALSE
3,517,100,6,15,FALSE
4,106,100,5,9,FALSE
5,12,100,1,12,FALSE
6,154,200,4,9,TRUE
7,18,200,11,6,TRUE
8,55,200,20,9,TRUE
9,63,200,4,11,TRUE
10,64,200,9,10,TRUE
1,6,100,4,7,FALSE
2,33,100,2,8,FALSE
3,3,100,5,6,FALSE
4,235,100,1,7,FALSE
5,202,100,6,9,FALSE
6,26,200,4,4,TRUE
7,81,200,12,2,TRUE
8,31,200,4,6,TRUE
9,157,200,11,2,TRUE
10,120,200,6,4,TRUE
1,134,100,6,5,TRUE
2,51,100,3,3,TRUE
3,164,100,9,7,TRUE
4,143,100,3,4,TRUE
5,11,100,21,9,TRUE
6,18,200,3,8,FALSE
7,99,200,5,6,FALSE
8,80,200,3,9,FALSE
9,777,200,6,10,FALSE
10,14,200,11,9,FALSE
1,777,100,1,8,FALSE
2,254,100,0,7,FALSE
3,54,100,3,7,FALSE
4,40,100,3,9,FALSE
5,29,100,6,12,FALSE
6,64,200,3,1,TRUE
7,99,200,9,4,TRUE
8,245,200,9,0,TRUE
9,62,200,7,3,TRUE
10,202,200,15,5,TRUE
1,12,100,2,3,FALSE
2,51,100,5,6,FALSE
3,517,100,4,12,FALSE
4,9,100,8,4,FALSE
5,8,100,6,3,FALSE
6,121,200,11,6,TRUE
7,350,200,0,7,TRUE
8,21,200,2,4,TRUE
9,58,200,11,4,TRUE
10,112,200,4,4,TRUE
1,114,100,8,6,TRUE
2,245,100,11,5,TRUE
3,236,100,9,11,TRUE
4,555,100,12,11,TRUE
5,106,100,6,7,TRUE
6,99,200,8,6,FALSE
7,113,200,4,10,FALSE
8,145,200,8,11,FALSE
9,84,200,13,6,FALSE
10,136,200,7,13,FALSE
1,56,100,7,6,FALSE
2,57,100,5,8,FALSE
3,25,100,2,9,FALSE
4,54,100,6,6,FALSE
5,236,100,4,10,FALSE
6,103,200,11,5,TRUE
7,39,200,5,6,TRUE
8,32,200,7,2,TRUE
9,350,200,1,3,TRUE
10,145,200,15,8,TRUE
1,875,100,15,10,TRUE
2,163,100,15,6,TRUE
3,122,100,12,12,TRUE
4,267,100,3,7,TRUE
5,81,100,7,8,TRUE
6,429,200,10,9,FALSE
7,777,200,4,15,FALSE
8,62,200,9,11,FALSE
9,246,200,17,8,FALSE
10,876,200,3,9,FALSE
1,29,100,13,3,TRUE
2,101,100,11,3,TRUE
3,23,100,5,3,TRUE
4,2,100,2,7,TRUE
5,64,100,12,8,TRUE
6,420,200,9,4,FALSE
7,12,200,3,13,FALSE
8,222,200,3,16,FALSE
9,517,200,7,7,FALSE
10,72,200,2,5,FALSE
1,81,100,3,4,FALSE
2,157,100,1,4,FALSE
3,28,100,4,7,FALSE
4,6,100,2,7,FALSE
5,79,100,1,4,FALSE
6,31,200,4,1,TRUE
7,26,200,3,3,TRUE
8,21,200,12,2,TRUE
9,518,200,2,3,TRUE
10,20,200,5,2,TRUE
1,202,100,10,3,TRUE
2,267,100,6,1,TRUE
3,80,100,9,6,TRUE
4,103,100,9,3,TRUE
5,234,100,3,5,TRUE
6,50,200,6,9,FALSE
7,32,200,3,6,FALSE
8,41,200,3,8,FALSE
9,236,200,1,8,FALSE
10,25,200,5,6,FALSE
1,145,100,15,7,FALSE
2,82,100,7,16,FALSE
3,427,100,7,10,FALSE
4,12,100,3,8,FALSE
5,90,100,1,7,FALSE
6,22,200,12,3,TRUE
7,131,200,15,4,TRUE
8,14,200,9,6,TRUE
9,11,200,12,9,TRUE
10,235,200,0,11,TRUE
1,517,100,1,6,FALSE
2,516,100,2,2,FALSE
3,81,100,3,4,FALSE
4,35,100,4,7,FALSE
5,555,100,3,5,FALSE
6,86,200,2,2,TRUE
7,350,200,2,0,TRUE
8,11,200,12,3,TRUE
9,51,200,5,4,TRUE
10,38,200,3,4,TRUE
1,105,100,7,6,TRUE
2,238,100,6,12,TRUE
3,119,100,11,4,TRUE
4,86,100,4,4,TRUE
5,107,100,10,4,TRUE
6,120,200,7,6,FALSE
7,236,200,10,9,FALSE
8,517,200,10,11,FALSE
9,17,200,1,6,FALSE
10,412,200,2,6,FALSE
1,9,100,8,7,TRUE
2,145,100,13,9,TRUE
3,141,100,18,6,TRUE
4,26,100,3,11,TRUE
5,516,100,6,3,TRUE
6,421,200,13,11,FALSE
7,82,200,2,11,FALSE
8,202,200,7,7,FALSE
9,432,200,6,8,FALSE
10,157,200,7,11,FALSE
1,39,100,5,11,TRUE
2,112,100,6,2,TRUE
3,67,100,12,9,TRUE
4,234,100,13,8,TRUE
5,12,100,4,7,TRUE
6,421,200,7,11,FALSE
7,150,200,5,7,FALSE
8,161,200,4,5,FALSE
9,80,200,9,11,FALSE
10,429,200,12,6,FALSE
1,234,100,11,10,FALSE
2,74,100,5,6,FALSE
3,111,100,1,12,FALSE
4,21,100,21,8,FALSE
5,30,100,9,11,FALSE
6,27,200,10,7,TRUE
7,91,200,7,10,TRUE
8,143,200,3,11,TRUE
9,154,200,3,7,TRUE
10,498,200,24,12,TRUE
1,29,100,7,10,FALSE
2,412,100,1,8,FALSE
3,59,100,2,8,FALSE
4,38,100,8,5,FALSE
5,75,100,5,7,FALSE
6,121,200,8,3,TRUE
7,517,200,9,8,TRUE
8,114,200,9,3,TRUE
9,12,200,5,4,TRUE
10,202,200,7,5,TRUE
1,143,100,2,7,FALSE
2,141,100,4,11,FALSE
3,107,100,7,11,FALSE
4,555,100,10,9,FALSE
5,15,100,6,10,FALSE
6,121,200,13,8,TRUE
7,17,200,8,6,TRUE
8,238,200,9,5,TRUE
9,22,200,11,7,TRUE
10,99,200,6,3,TRUE
1,432,100,1,6,FALSE
2,24,100,1,7,FALSE
3,55,100,8,3,FALSE
4,18,100,0,2,FALSE
5,78,100,4,10,FALSE
6,147,200,2,2,TRUE
7,64,200,5,2,TRUE
8,39,200,13,2,TRUE
9,22,200,3,1,TRUE
10,1,200,5,8,TRUE
1,36,100,0,10,FALSE
2,235,100,2,4,FALSE
3,114,100,15,9,FALSE
4,91,100,9,12,FALSE
5,360,100,2,17,FALSE
6,45,200,11,3,TRUE
7,75,200,10,12,TRUE
8,18,200,15,4,TRUE
9,9,200,10,5,TRUE
10,25,200,5,4,TRUE
1,238,100,7,5,FALSE
2,875,100,1,6,FALSE
3,145,100,7,4,FALSE
4,245,100,2,2,FALSE
5,23,100,3,5,FALSE
6,1,200,7,2,TRUE
7,114,200,6,4,TRUE
8,25,200,1,6,TRUE
9,36,200,5,4,TRUE
10,18,200,3,4,TRUE
1,25,100,10,9,TRUE
2,236,100,15,7,TRUE
3,157,100,5,11,TRUE
4,120,100,5,9,TRUE
5,75,100,12,9,TRUE
6,131,200,11,6,FALSE
7,5,200,19,9,FALSE
8,99,200,5,6,FALSE
9,92,200,7,13,FALSE
10,202,200,3,13,FALSE
1,36,100,5,8,TRUE
2,98,100,7,7,TRUE
3,89,100,3,6,TRUE
4,238,100,7,10,TRUE
5,360,100,27,7,TRUE
6,516,200,8,9,FALSE
7,12,200,3,11,FALSE
8,145,200,6,11,FALSE
9,11,200,15,10,FALSE
10,58,200,6,8,FALSE
1,254,100,2,0,TRUE
2,202,100,10,3,TRUE
3,92,100,11,5,TRUE
4,266,100,2,5,TRUE
5,99,100,2,2,TRUE
6,80,200,4,3,FALSE
7,12,200,3,8,FALSE
8,245,200,3,3,FALSE
9,119,200,1,8,FALSE
10,58,200,4,5,FALSE
1,114,100,6,14,FALSE
2,222,100,2,4,FALSE
3,61,100,9,4,FALSE
4,59,100,6,6,FALSE
5,432,100,1,10,FALSE
6,523,200,11,2,TRUE
7,8,200,7,4,TRUE
8,122,200,11,8,TRUE
9,53,200,5,3,TRUE
10,77,200,4,7,TRUE
1,99,100,8,8,FALSE
2,5,100,2,8,FALSE
3,420,100,2,9,FALSE
4,143,100,3,9,FALSE
5,110,100,4,10,FALSE
6,81,200,6,7,TRUE
7,31,200,8,3,TRUE
8,33,200,11,3,TRUE
9,3,200,6,4,TRUE
10,235,200,13,3,TRUE
